# Object	Reference	[Fe/H]	[C/Fe]
SAGA_Scl_000366	E.N.Kirby+,ApJ, 801, 125, 2015	-2.79	0.05
SAGA_Scl_000366	E.N.Kirby+,ApJS, 191, 352, 2010	-2.62	
SAGA_Scl_000368	E.N.Kirby+,ApJ, 705, 328, 2009	-2.36	
SAGA_Scl_000368	A.Chiti+,ApJ, 856, 142, 2018	-2.5	0.39
SAGA_Scl_000368	E.N.Kirby+,ApJS, 191, 352, 2010	-2.36	
SAGA_Scl_000372	E.N.Kirby+,ApJ, 705, 328, 2009	-2.58	
SAGA_Scl_000372	A.Chiti+,ApJ, 856, 142, 2018	-3.03	0.56
SAGA_Scl_000372	E.N.Kirby+,ApJS, 191, 352, 2010	-2.61	
SAGA_Scl_000374	E.N.Kirby+,ApJ, 705, 328, 2009	-0.9	
SAGA_Scl_000374	E.N.Kirby+,ApJ, 801, 125, 2015	-1.03	-0.39
SAGA_Scl_000374	E.N.Kirby+,ApJS, 191, 352, 2010	-0.8	
SAGA_Scl_000374	G.E.Duggan+,ApJ, 869, 50, 2018	-1.01	
SAGA_Scl_000380	E.N.Kirby+,ApJ, 705, 328, 2009	-1.22	
SAGA_Scl_000380	E.N.Kirby+,ApJ, 801, 125, 2015	-1.29	-0.61
SAGA_Scl_000380	E.N.Kirby+,ApJS, 191, 352, 2010	-1.1	
SAGA_Scl_000384	E.N.Kirby+,ApJ, 705, 328, 2009	-1.05	
SAGA_Scl_000384	E.N.Kirby+,ApJ, 801, 125, 2015	-1.16	-0.78
SAGA_Scl_000384	E.N.Kirby+,ApJS, 191, 352, 2010	-0.97	
SAGA_Scl_000384	G.E.Duggan+,ApJ, 869, 50, 2018	-1.15	
SAGA_Scl_000390	E.N.Kirby+,ApJ, 705, 328, 2009	-2.5	
SAGA_Scl_000390	A.Chiti+,ApJ, 856, 142, 2018	-2.86	0.12
SAGA_Scl_000390	E.N.Kirby+,ApJS, 191, 352, 2010	-2.53	
SAGA_Scl_000394	E.N.Kirby+,ApJ, 705, 328, 2009	-1.27	
SAGA_Scl_000394	E.N.Kirby+,ApJ, 801, 125, 2015	-1.36	-0.55
SAGA_Scl_000394	E.N.Kirby+,ApJS, 191, 352, 2010	-1.2	
SAGA_Scl_000402	E.N.Kirby+,ApJ, 705, 328, 2009	-2.59	
SAGA_Scl_000402	A.Chiti+,ApJ, 856, 142, 2018	-2.83	0.42
SAGA_Scl_000402	E.N.Kirby+,ApJS, 191, 352, 2010	-2.64	
SAGA_Scl_000404	E.N.Kirby+,ApJ, 705, 328, 2009	-2.87	
SAGA_Scl_000404	E.N.Kirby+,ApJ, 801, 125, 2015	-2.71	-0.42
SAGA_Scl_000404	E.N.Kirby+,ApJS, 191, 352, 2010	-2.49	
SAGA_Scl_000405	E.N.Kirby+,ApJ, 705, 328, 2009	-1.86	
SAGA_Scl_000405	E.N.Kirby+,ApJ, 801, 125, 2015	-2.06	-0.4
SAGA_Scl_000405	E.N.Kirby+,ApJS, 191, 352, 2010	-1.92	
SAGA_Scl_000405	G.E.Duggan+,ApJ, 869, 50, 2018	-2.05	
SAGA_Scl_000406	E.N.Kirby+,ApJ, 705, 328, 2009	-1.73	
SAGA_Scl_000406	E.N.Kirby+,ApJ, 801, 125, 2015	-1.76	-0.16
SAGA_Scl_000406	E.N.Kirby+,ApJS, 191, 352, 2010	-1.53	
SAGA_Scl_000407	E.N.Kirby+,ApJ, 705, 328, 2009	-1.11	
SAGA_Scl_000407	E.N.Kirby+,ApJ, 801, 125, 2015	-1.17	-0.57
SAGA_Scl_000407	E.N.Kirby+,ApJS, 191, 352, 2010	-0.96	
SAGA_Scl_000407	G.E.Duggan+,ApJ, 869, 50, 2018	-1.16	
SAGA_Scl_000414	E.N.Kirby+,ApJ, 705, 328, 2009	-1.11	
SAGA_Scl_000414	E.N.Kirby+,ApJ, 801, 125, 2015	-1.3	-0.42
SAGA_Scl_000414	E.N.Kirby+,ApJS, 191, 352, 2010	-1.06	
SAGA_Scl_000415	E.N.Kirby+,ApJ, 705, 328, 2009	-1.5	
SAGA_Scl_000415	E.N.Kirby+,ApJ, 801, 125, 2015	-1.66	-0.84
SAGA_Scl_000415	E.N.Kirby+,ApJS, 191, 352, 2010	-1.42	
SAGA_Scl_000415	G.E.Duggan+,ApJ, 869, 50, 2018	-1.64	
SAGA_Scl_000417	E.N.Kirby+,ApJ, 705, 328, 2009	-1.64	
SAGA_Scl_000417	E.N.Kirby+,ApJ, 801, 125, 2015	-1.93	-0.07
SAGA_Scl_000417	E.N.Kirby+,ApJS, 191, 352, 2010	-1.6	
SAGA_Scl_000418	E.N.Kirby+,ApJ, 705, 328, 2009	-1.48	
SAGA_Scl_000418	E.N.Kirby+,ApJ, 801, 125, 2015	-1.52	-0.31
SAGA_Scl_000418	E.N.Kirby+,ApJS, 191, 352, 2010	-1.4	
SAGA_Scl_000430	E.N.Kirby+,ApJ, 705, 328, 2009	-1.77	
SAGA_Scl_000430	E.N.Kirby+,ApJ, 801, 125, 2015	-2.3	-0.59
SAGA_Scl_000430	E.N.Kirby+,ApJS, 191, 352, 2010	-2.12	
SAGA_Scl_000435	M.Tafelmeyer+,AAP, 524, A58, 2010	-3.96	0.09
SAGA_Scl_000435	J.D.Simon+,ApJ, 802, 93, 2015	-4.05	-0.28
SAGA_Scl_000435	A.Chiti+,ApJ, 856, 142, 2018	-3.87	
SAGA_Scl_000436	E.N.Kirby+,ApJ, 801, 125, 2015	-1.5	-0.15
SAGA_Scl_000436	E.N.Kirby+,ApJS, 191, 352, 2010	-1.27	
SAGA_Scl_000437	E.N.Kirby+,ApJ, 801, 125, 2015	-1.13	-0.61
SAGA_Scl_000437	E.N.Kirby+,ApJS, 191, 352, 2010	-0.89	
SAGA_Scl_000438	E.N.Kirby+,ApJ, 801, 125, 2015	-1.79	-0.06
SAGA_Scl_000438	E.N.Kirby+,ApJS, 191, 352, 2010	-1.64	
SAGA_Scl_000440	E.N.Kirby+,ApJ, 801, 125, 2015	-1.94	-0.17
SAGA_Scl_000440	E.N.Kirby+,ApJS, 191, 352, 2010	-1.79	
SAGA_Scl_000442	E.N.Kirby+,AJ, 144, 168, 2012	-2.38	-0.86
SAGA_Scl_000444	P.Jablonka+,AAP, 583, A67, 2015	-3.31	-0.77
SAGA_Scl_000444	E.Starkenburg+,AAP, 549, 88, 2013	-3	
SAGA_Scl_000445	P.Jablonka+,AAP, 583, A67, 2015	-3.88	-0.29
SAGA_Scl_000445	E.Starkenburg+,AAP, 549, 88, 2013	-3.47	
SAGA_Scl_000448	P.Jablonka+,AAP, 583, A67, 2015	-3.45	-1.39
SAGA_Scl_000448	E.Starkenburg+,AAP, 549, 88, 2013	-3.35	
SAGA_Scl_000450	P.Jablonka+,AAP, 583, A67, 2015	-3.22	-1.08
SAGA_Scl_000450	A.Chiti+,ApJ, 856, 142, 2018	-3	0.33
SAGA_Scl_000450	C.Lardo+,AAP, 585, A70, 2016	-2.81	-1.05
SAGA_Scl_000451	J.D.Simon+,ApJ, 802, 93, 2015	-3.77	0.34
SAGA_Scl_000451	A.Chiti+,ApJ, 856, 142, 2018	-3.99	
SAGA_Scl_000453	C.Lardo+,AAP, 585, A70, 2016	-2.93	-0.07
SAGA_Scl_000454	C.Lardo+,AAP, 585, A70, 2016	-2.23	-0.31
SAGA_Scl_000455	C.Lardo+,AAP, 585, A70, 2016	-2.28	-0.8
SAGA_Scl_000456	C.Lardo+,AAP, 585, A70, 2016	-2.15	-0.39
SAGA_Scl_000457	C.Lardo+,AAP, 585, A70, 2016	-2.02	-0.83
SAGA_Scl_000458	C.Lardo+,AAP, 585, A70, 2016	-1.55	-1.17
SAGA_Scl_000459	C.Lardo+,AAP, 585, A70, 2016	-1.87	-0.87
SAGA_Scl_000460	C.Lardo+,AAP, 585, A70, 2016	-2	-0.1
SAGA_Scl_000461	C.Lardo+,AAP, 585, A70, 2016	-1.69	-0.55
SAGA_Scl_000462	C.Lardo+,AAP, 585, A70, 2016	-2.49	0.12
SAGA_Scl_000463	C.Lardo+,AAP, 585, A70, 2016	-1.88	-0.64
SAGA_Scl_000464	C.Lardo+,AAP, 585, A70, 2016	-1.76	-0.97
SAGA_Scl_000465	C.Lardo+,AAP, 585, A70, 2016	-1.74	-0.42
SAGA_Scl_000466	C.Lardo+,AAP, 585, A70, 2016	-1.82	-0.32
SAGA_Scl_000467	C.Lardo+,AAP, 585, A70, 2016	-1.88	-0.09
SAGA_Scl_000468	C.Lardo+,AAP, 585, A70, 2016	-2.05	-0.9
SAGA_Scl_000469	C.Lardo+,AAP, 585, A70, 2016	-1.99	-0.53
SAGA_Scl_000470	C.Lardo+,AAP, 585, A70, 2016	-2.39	-0.62
SAGA_Scl_000471	C.Lardo+,AAP, 585, A70, 2016	-2.5	-0.48
SAGA_Scl_000472	C.Lardo+,AAP, 585, A70, 2016	-1.54	-0.76
SAGA_Scl_000473	C.Lardo+,AAP, 585, A70, 2016	-1.97	-0.73
SAGA_Scl_000474	C.Lardo+,AAP, 585, A70, 2016	-1.73	-0.28
SAGA_Scl_000475	C.Lardo+,AAP, 585, A70, 2016	-1.93	-0.76
SAGA_Scl_000476	A.Chiti+,ApJ, 856, 142, 2018		
SAGA_Scl_000476	C.Lardo+,AAP, 585, A70, 2016	-2.23	1.3
SAGA_Scl_000477	A.Chiti+,ApJ, 856, 142, 2018	-2.74	0.21
SAGA_Scl_000477	C.Lardo+,AAP, 585, A70, 2016	-2.46	-0.92
SAGA_Scl_000478	C.Lardo+,AAP, 585, A70, 2016	-2.32	-0.17
SAGA_Scl_000479	C.Lardo+,AAP, 585, A70, 2016	-1.71	-0.46
SAGA_Scl_000480	C.Lardo+,AAP, 585, A70, 2016	-2.14	-0.38
SAGA_Scl_000481	C.Lardo+,AAP, 585, A70, 2016	-1.92	-0.87
SAGA_Scl_000482	C.Lardo+,AAP, 585, A70, 2016	-1.76	-0.6
SAGA_Scl_000483	C.Lardo+,AAP, 585, A70, 2016	-2.27	-0.49
SAGA_Scl_000484	C.Lardo+,AAP, 585, A70, 2016	-1.46	-0.46
SAGA_Scl_000485	C.Lardo+,AAP, 585, A70, 2016	-1.56	-0.41
SAGA_Scl_000486	C.Lardo+,AAP, 585, A70, 2016	-2.51	-0.71
SAGA_Scl_000487	C.Lardo+,AAP, 585, A70, 2016	-1.96	-0.58
SAGA_Scl_000488	C.Lardo+,AAP, 585, A70, 2016	-1.75	-0.9
SAGA_Scl_000489	C.Lardo+,AAP, 585, A70, 2016	-1.56	-1.02
SAGA_Scl_000490	C.Lardo+,AAP, 585, A70, 2016	-2.05	-0.67
SAGA_Scl_000491	C.Lardo+,AAP, 585, A70, 2016	-1.6	-0.29
SAGA_Scl_000492	C.Lardo+,AAP, 585, A70, 2016	-2.26	-1.15
SAGA_Scl_000493	C.Lardo+,AAP, 585, A70, 2016	-2.08	-0.76
SAGA_Scl_000494	C.Lardo+,AAP, 585, A70, 2016	-2.11	-0.25
SAGA_Scl_000495	C.Lardo+,AAP, 585, A70, 2016	-2.52	-0.84
SAGA_Scl_000496	C.Lardo+,AAP, 585, A70, 2016	-2.44	-0.67
SAGA_Scl_000497	A.Chiti+,ApJ, 856, 142, 2018	-2.45	0.05
SAGA_Scl_000497	C.Lardo+,AAP, 585, A70, 2016	-2.27	-0.49
SAGA_Scl_000498	C.Lardo+,AAP, 585, A70, 2016	-2.09	-0.82
SAGA_Scl_000499	C.Lardo+,AAP, 585, A70, 2016	-1.9	-0.55
SAGA_Scl_000500	C.Lardo+,AAP, 585, A70, 2016	-2.11	-0.87
SAGA_Scl_000501	C.Lardo+,AAP, 585, A70, 2016	-1.76	-1.14
SAGA_Scl_000502	A.Chiti+,ApJ, 856, 142, 2018	-2.72	0.19
SAGA_Scl_000502	C.Lardo+,AAP, 585, A70, 2016	-2.23	-1.1
SAGA_Scl_000503	C.Lardo+,AAP, 585, A70, 2016	-2.24	-0.75
SAGA_Scl_000504	C.Lardo+,AAP, 585, A70, 2016	-1.72	-0.82
SAGA_Scl_000505	C.Lardo+,AAP, 585, A70, 2016	-1.68	-1.01
SAGA_Scl_000506	C.Lardo+,AAP, 585, A70, 2016	-2.41	-0.45
SAGA_Scl_000507	C.Lardo+,AAP, 585, A70, 2016	-1.19	-1.18
SAGA_Scl_000508	C.Lardo+,AAP, 585, A70, 2016	-2.06	-0.54
SAGA_Scl_000509	C.Lardo+,AAP, 585, A70, 2016	-1.89	-0.66
SAGA_Scl_000510	C.Lardo+,AAP, 585, A70, 2016	-2.04	-0.29
SAGA_Scl_000511	C.Lardo+,AAP, 585, A70, 2016	-1.7	-1.23
SAGA_Scl_000512	C.Lardo+,AAP, 585, A70, 2016	-1.57	-0.69
SAGA_Scl_000513	C.Lardo+,AAP, 585, A70, 2016	-2.24	1.35
SAGA_Scl_000514	A.Chiti+,ApJ, 856, 142, 2018	-2.57	0.01
SAGA_Scl_000514	C.Lardo+,AAP, 585, A70, 2016	-2.42	-0.5
SAGA_Scl_000515	C.Lardo+,AAP, 585, A70, 2016	-1.23	-0.84
SAGA_Scl_000516	C.Lardo+,AAP, 585, A70, 2016	-2.04	-0.41
SAGA_Scl_000517	C.Lardo+,AAP, 585, A70, 2016	-2.19	-1.03
SAGA_Scl_000518	C.Lardo+,AAP, 585, A70, 2016	-2.03	-0.63
SAGA_Scl_000519	C.Lardo+,AAP, 585, A70, 2016	-1.7	-0.83
SAGA_Scl_000520	C.Lardo+,AAP, 585, A70, 2016	-1.97	-0.62
SAGA_Scl_000521	C.Lardo+,AAP, 585, A70, 2016	-2.32	-0.7
SAGA_Scl_000522	C.Lardo+,AAP, 585, A70, 2016	-1.12	-0.75
SAGA_Scl_000523	C.Lardo+,AAP, 585, A70, 2016	-2.25	-0.5
SAGA_Scl_000524	C.Lardo+,AAP, 585, A70, 2016	-2.11	-0.45
SAGA_Scl_000525	C.Lardo+,AAP, 585, A70, 2016	-1.62	-0.76
SAGA_Scl_000526	C.Lardo+,AAP, 585, A70, 2016	-2.19	-0.45
SAGA_Scl_000527	A.Chiti+,ApJ, 856, 142, 2018	-2.44	0.29
SAGA_Scl_000527	C.Lardo+,AAP, 585, A70, 2016	-2.16	-0.35
SAGA_Scl_000528	C.Lardo+,AAP, 585, A70, 2016	-2.49	-0.53
SAGA_Scl_000529	C.Lardo+,AAP, 585, A70, 2016	-2.22	-0.88
SAGA_Scl_000530	C.Lardo+,AAP, 585, A70, 2016	-2	-0.47
SAGA_Scl_000531	C.Lardo+,AAP, 585, A70, 2016	-1.53	-1
SAGA_Scl_000532	C.Lardo+,AAP, 585, A70, 2016	-1.91	-0.3
SAGA_Scl_000533	C.Lardo+,AAP, 585, A70, 2016	-2.59	-0.66
SAGA_Scl_000534	A.Chiti+,ApJ, 856, 142, 2018	-1.48	-0.66
SAGA_Scl_000535	A.Skuladottir+,AAP, 606, A71, 2017	-1.97	
SAGA_Scl_000535	A.Chiti+,ApJ, 856, 142, 2018	-3.1	0.34
SAGA_Scl_000536	A.Skuladottir+,AAP, 606, A71, 2017	-1.91	
SAGA_Scl_000536	A.Chiti+,ApJ, 856, 142, 2018	-3.15	0.72
SAGA_Scl_000537	A.Skuladottir+,AAP, 606, A71, 2017	-1.49	
SAGA_Scl_000537	A.Chiti+,ApJ, 856, 142, 2018	-2.16	-0.11
SAGA_Scl_000539	A.Chiti+,ApJ, 856, 142, 2018	-3.03	0.07
SAGA_Scl_000540	A.Chiti+,ApJ, 856, 142, 2018	-2.94	0.5
SAGA_Scl_000541	A.Chiti+,ApJ, 856, 142, 2018	-3.33	0.57
SAGA_Scl_000543	A.Chiti+,ApJ, 856, 142, 2018	-1.59	-0.44
SAGA_Scl_000547	A.Chiti+,ApJ, 856, 142, 2018	-2.91	0.26
SAGA_Scl_000548	A.Chiti+,ApJ, 856, 142, 2018	-1.15	-0.84
SAGA_Scl_000551	A.Chiti+,ApJ, 856, 142, 2018	-2.94	-0.18
SAGA_Scl_000552	A.Chiti+,ApJ, 856, 142, 2018	-2.39	0.25
SAGA_Scl_000553	A.Chiti+,ApJ, 856, 142, 2018	-2.01	-0.21
SAGA_Scl_000554	A.Chiti+,ApJ, 856, 142, 2018	-2.85	0.21
SAGA_Scl_000555	A.Chiti+,ApJ, 856, 142, 2018	-1.42	-0.47
SAGA_Scl_000557	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.51
SAGA_Scl_000558	A.Chiti+,ApJ, 856, 142, 2018	-2.85	0.51
SAGA_Scl_000559	A.Chiti+,ApJ, 856, 142, 2018	-2.55	0.17
SAGA_Scl_000560	A.Chiti+,ApJ, 856, 142, 2018	-2.62	0.55
SAGA_Scl_000561	A.Chiti+,ApJ, 856, 142, 2018	-3.23	0.78
SAGA_Scl_000562	A.Chiti+,ApJ, 856, 142, 2018	-1.87	-0.24
SAGA_Scl_000563	A.Chiti+,ApJ, 856, 142, 2018	-2.39	0.41
SAGA_Scl_000564	A.Chiti+,ApJ, 856, 142, 2018	-2.74	0.84
SAGA_Scl_000565	A.Chiti+,ApJ, 856, 142, 2018	-2.42	-0.48
SAGA_Scl_000566	A.Chiti+,ApJ, 856, 142, 2018	-2.99	0.65
SAGA_Scl_000567	A.Chiti+,ApJ, 856, 142, 2018	-2.94	0.07
SAGA_Scl_000568	A.Chiti+,ApJ, 856, 142, 2018	-2.97	0.79
SAGA_Scl_000570	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.78
SAGA_Scl_000572	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.24
SAGA_Scl_000573	A.Chiti+,ApJ, 856, 142, 2018	-1.83	-0.47
SAGA_Scl_000574	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.48
SAGA_Scl_000575	A.Chiti+,ApJ, 856, 142, 2018	-2.97	0.53
SAGA_Scl_000576	A.Chiti+,ApJ, 856, 142, 2018	-2.02	-0.32
SAGA_Scl_000578	A.Chiti+,ApJ, 856, 142, 2018	-3.06	0.66
SAGA_Scl_000579	A.Chiti+,ApJ, 856, 142, 2018	-2.1	-0.21
SAGA_Scl_000582	A.Chiti+,ApJ, 856, 142, 2018	-2.91	0.43
SAGA_Scl_000583	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.44
SAGA_Scl_000584	A.Chiti+,ApJ, 856, 142, 2018	-2.98	0.57
SAGA_Scl_000585	A.Chiti+,ApJ, 856, 142, 2018	-2.83	0.73
SAGA_Scl_000586	A.Chiti+,ApJ, 856, 142, 2018	-1.59	-0.59
SAGA_Scl_000589	A.Chiti+,ApJ, 856, 142, 2018	-2.85	1.22
SAGA_Scl_000590	A.Chiti+,ApJ, 856, 142, 2018	-3.23	0.35
SAGA_Scl_000593	A.Chiti+,ApJ, 856, 142, 2018	-2.5	0.32
SAGA_Scl_000595	A.Chiti+,ApJ, 856, 142, 2018	-1.65	-0.45
SAGA_Scl_000596	A.Chiti+,ApJ, 856, 142, 2018	-1.96	-0.49
SAGA_Scl_000598	A.Chiti+,ApJ, 856, 142, 2018	-3.14	0.84
SAGA_Scl_000601	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.21
SAGA_Scl_000602	A.Chiti+,ApJ, 856, 142, 2018	-3.05	0.37
SAGA_Scl_000603	A.Chiti+,ApJ, 856, 142, 2018	-0.61	-0.37
SAGA_Scl_000604	A.Chiti+,ApJ, 856, 142, 2018	-2.95	0.85
SAGA_Scl_000605	A.Chiti+,ApJ, 856, 142, 2018	-3.14	0.31
SAGA_Scl_000606	A.Chiti+,ApJ, 856, 142, 2018	-2.74	0.62
SAGA_Scl_000607	A.Chiti+,ApJ, 856, 142, 2018	-2.4	-0.28
SAGA_UMi_000002	E.N.Kirby+,ApJ, 801, 125, 2015	-2.2	-0.84
SAGA_UMi_000002	M.D.Shetrone+,ApJ, 548, 592, 2001	-1.91	
SAGA_UMi_000002	E.N.Kirby+,ApJS, 191, 352, 2010	-2.01	
SAGA_UMi_000002	G.E.Duggan+,ApJ, 869, 50, 2018	-2.19	
SAGA_UMi_000003	E.N.Kirby+,ApJ, 801, 125, 2015	-2.74	-1.27
SAGA_UMi_000003	M.D.Shetrone+,ApJ, 548, 592, 2001	-2.18	
SAGA_UMi_000003	E.N.Kirby+,ApJS, 191, 352, 2010	-2.32	
SAGA_UMi_000003	G.E.Duggan+,ApJ, 869, 50, 2018	-2.72	
SAGA_UMi_000004	E.N.Kirby+,ApJ, 801, 125, 2015	-2.1	-1.05
SAGA_UMi_000004	M.D.Shetrone+,ApJ, 548, 592, 2001	-2.01	
SAGA_UMi_000004	E.N.Kirby+,ApJS, 191, 352, 2010	-1.95	
SAGA_UMi_000004	G.E.Duggan+,ApJ, 869, 50, 2018	-1.68	
SAGA_UMi_000008	J.G.Cohen+,ApJ, 719, 931, 2010	-2.47	-0.45
SAGA_UMi_000022	E.N.Kirby+,ApJ, 801, 125, 2015	-2.53	-0.62
SAGA_UMi_000022	E.N.Kirby+,ApJS, 191, 352, 2010	-2.37	
SAGA_UMi_000022	G.E.Duggan+,ApJ, 869, 50, 2018	-2.52	
SAGA_UMi_000024	E.N.Kirby+,ApJ, 801, 125, 2015	-2.23	-0.54
SAGA_UMi_000024	E.N.Kirby+,ApJS, 191, 352, 2010	-2.05	
SAGA_UMi_000024	G.E.Duggan+,ApJ, 869, 50, 2018	-2.22	
SAGA_UMi_000025	J.G.Cohen+,ApJ, 719, 931, 2010	-2.48	-0.67
SAGA_UMi_000031	E.N.Kirby+,ApJ, 801, 125, 2015	-2.1	-0.8
SAGA_UMi_000031	E.N.Kirby+,ApJS, 191, 352, 2010	-1.94	
SAGA_UMi_000032	E.N.Kirby+,ApJ, 801, 125, 2015	-2.14	-1.22
SAGA_UMi_000032	E.N.Kirby+,ApJS, 191, 352, 2010	-1.96	
SAGA_UMi_000032	G.E.Duggan+,ApJ, 869, 50, 2018	-2.13	
SAGA_UMi_000033	E.N.Kirby+,ApJ, 801, 125, 2015	-1.78	-0.56
SAGA_UMi_000033	E.N.Kirby+,ApJS, 191, 352, 2010	-1.56	
SAGA_UMi_000034	J.G.Cohen+,ApJ, 719, 931, 2010	-3.13	0.06
SAGA_UMi_000035	E.N.Kirby+,ApJ, 801, 125, 2015	-1.79	-0.62
SAGA_UMi_000035	E.N.Kirby+,ApJS, 191, 352, 2010	-1.6	
SAGA_UMi_000037	E.N.Kirby+,ApJ, 801, 125, 2015	-2.07	0.44
SAGA_UMi_000037	E.N.Kirby+,ApJS, 191, 352, 2010	-1.96	
SAGA_UMi_000037	G.E.Duggan+,ApJ, 869, 50, 2018	-2.01	
SAGA_UMi_000038	E.N.Kirby+,AJ, 144, 168, 2012	-3.14	-0.75
SAGA_UMi_000038	E.N.Kirby+,ApJS, 191, 352, 2010	-3.45	
SAGA_UMi_000042	E.N.Kirby+,ApJ, 801, 125, 2015	-2.33	-0.63
SAGA_UMi_000042	E.N.Kirby+,ApJS, 191, 352, 2010	-2.16	
SAGA_UMi_000042	G.E.Duggan+,ApJ, 869, 50, 2018	-2.32	
SAGA_UMi_000047	E.N.Kirby+,ApJ, 801, 125, 2015	-1.91	-0.55
SAGA_UMi_000047	E.N.Kirby+,ApJS, 191, 352, 2010	-1.71	
SAGA_UMi_000047	G.E.Duggan+,ApJ, 869, 50, 2018	-1.9	
SAGA_UMi_000050	E.N.Kirby+,ApJ, 801, 125, 2015	-2.43	-0.52
SAGA_UMi_000050	E.N.Kirby+,ApJS, 191, 352, 2010	-2.26	
SAGA_UMi_000050	G.E.Duggan+,ApJ, 869, 50, 2018	-2.43	
SAGA_UMi_000055	E.N.Kirby+,ApJ, 801, 125, 2015	-2.18	-0.36
SAGA_UMi_000055	E.N.Kirby+,ApJS, 191, 352, 2010	-2	
SAGA_UMi_000059	E.N.Kirby+,ApJ, 801, 125, 2015	-2.49	-0.53
SAGA_UMi_000059	E.N.Kirby+,ApJS, 191, 352, 2010	-2.32	
SAGA_UMi_000059	G.E.Duggan+,ApJ, 869, 50, 2018	-2.48	
SAGA_UMi_000068	E.N.Kirby+,ApJ, 801, 125, 2015	-2.18	-0.21
SAGA_UMi_000068	E.N.Kirby+,ApJS, 191, 352, 2010	-2.09	
SAGA_UMi_000076	E.N.Kirby+,ApJ, 801, 125, 2015	-2.24	-0.82
SAGA_UMi_000076	E.N.Kirby+,ApJS, 191, 352, 2010	-2.08	
SAGA_UMi_000076	G.E.Duggan+,ApJ, 869, 50, 2018	-2.21	
SAGA_UMi_000082	J.G.Cohen+,ApJ, 719, 931, 2010	-1.6	-0.47
SAGA_UMi_000084	E.N.Kirby+,ApJ, 801, 125, 2015	-1.68	-0.32
SAGA_UMi_000084	E.N.Kirby+,ApJS, 191, 352, 2010	-1.5	
SAGA_UMi_000090	E.N.Kirby+,ApJ, 801, 125, 2015	-2.5	-0.44
SAGA_UMi_000090	E.N.Kirby+,ApJS, 191, 352, 2010	-2.33	
SAGA_UMi_000095	E.N.Kirby+,ApJ, 801, 125, 2015	-1.99	-0.33
SAGA_UMi_000095	E.N.Kirby+,ApJS, 191, 352, 2010	-1.87	
SAGA_UMi_000098	J.G.Cohen+,ApJ, 719, 931, 2010	-1.4	-0.85
SAGA_UMi_000100	E.N.Kirby+,ApJ, 801, 125, 2015	-2.07	-0.13
SAGA_UMi_000100	E.N.Kirby+,ApJS, 191, 352, 2010	-1.9	
SAGA_UMi_000110	E.N.Kirby+,ApJ, 801, 125, 2015	-2.14	-0.87
SAGA_UMi_000110	E.N.Kirby+,ApJS, 191, 352, 2010	-1.97	
SAGA_UMi_000110	G.E.Duggan+,ApJ, 869, 50, 2018	-2.12	
SAGA_UMi_000126	E.N.Kirby+,ApJ, 801, 125, 2015	-1.64	-1.05
SAGA_UMi_000126	E.N.Kirby+,ApJS, 191, 352, 2010	-1.49	
SAGA_UMi_000136	J.G.Cohen+,ApJ, 719, 931, 2010	-3.15	0.18
SAGA_UMi_000145	E.N.Kirby+,ApJ, 801, 125, 2015	-2.18	-0.57
SAGA_UMi_000145	E.N.Kirby+,ApJS, 191, 352, 2010	-1.99	
SAGA_UMi_000145	G.E.Duggan+,ApJ, 869, 50, 2018	-2.15	
SAGA_UMi_000151	J.G.Cohen+,ApJ, 719, 931, 2010	-2.2	-0.55
SAGA_UMi_000169	E.N.Kirby+,ApJ, 801, 125, 2015	-2	-0.49
SAGA_UMi_000169	E.N.Kirby+,ApJS, 191, 352, 2010	-1.83	
SAGA_UMi_000169	G.E.Duggan+,ApJ, 869, 50, 2018	-1.99	
SAGA_UMi_000180	E.N.Kirby+,ApJ, 801, 125, 2015	-1.85	-0.01
SAGA_UMi_000180	E.N.Kirby+,ApJS, 191, 352, 2010	-1.68	
SAGA_UMi_000189	E.N.Kirby+,ApJ, 801, 125, 2015	-1.86	-0.12
SAGA_UMi_000189	E.N.Kirby+,ApJS, 191, 352, 2010	-1.7	
SAGA_UMi_000190	E.N.Kirby+,ApJ, 801, 125, 2015	-1.81	-0.66
SAGA_UMi_000190	E.N.Kirby+,ApJS, 191, 352, 2010	-1.65	
SAGA_UMi_000190	G.E.Duggan+,ApJ, 869, 50, 2018	-1.82	
SAGA_UMi_000195	E.N.Kirby+,ApJ, 801, 125, 2015	-2.43	0.19
SAGA_UMi_000195	E.N.Kirby+,ApJS, 191, 352, 2010	-2.25	
SAGA_UMi_000198	E.N.Kirby+,ApJ, 801, 125, 2015	-1.91	-0.24
SAGA_UMi_000198	E.N.Kirby+,ApJS, 191, 352, 2010	-1.76	
SAGA_UMi_000200	E.N.Kirby+,ApJ, 801, 125, 2015	-1.99	-0.19
SAGA_UMi_000200	E.N.Kirby+,ApJS, 191, 352, 2010	-1.73	
SAGA_UMi_000201	E.N.Kirby+,ApJ, 801, 125, 2015	-2.34	-1.18
SAGA_UMi_000201	E.N.Kirby+,ApJS, 191, 352, 2010	-2.21	
